temp1,temp2,temp3,humidity1,humidity2,humidity3,light,Blower,Mister
36.2,40.4,40.7,53.5,39,36,17131.2,1,1
36.3,40.5,40.7,52.5,38,33,17271.7,1,1
36.2,40.4,40.6,50.9,37,34,17272.9,1,1
36.2,40.2,40.3,50.5,37,35,17254.6,1,1
36.2,40,40.1,51.9,38,35,17382.5,1,1
36.2,40.1,40.2,52.6,37,35,17382.1,1,1
36.2,40.1,40.1,52.3,38,36,17319.2,1,1
36.2,40.1,40.3,52.1,39,36,17327.9,1,1
36.2,40.2,40.2,52.7,39,36,17338.3,1,1
36.2,40.2,40.3,52.8,38,36,17292.1,1,1
36.2,40.2,40.3,52.9,38,36,17177.9,1,1
36.2,40.3,40.5,52.1,38,35,17382.1,1,1
36.2,40.5,40.5,51.9,37,35,17367.5,1,1
36.2,40.4,40.6,52.1,38,35,17520,1,1
36.3,40.6,40.6,51.8,38,36,17937.5,1,1
36.4,40.6,40.7,52.1,38,36,17940.4,1,1
36.5,40.8,40.7,52.6,38,36,17996.2,1,1
36.5,40.9,40.9,51.3,38,35,15806.7,1,1
36.5,40.8,40.8,50.9,38,37,15845,1,1
36.6,40.8,40.8,51.8,38,36,18398.3,1,1
36.7,40.9,40.8,52.5,38,36,16484.2,1,1
36.6,40.8,40.6,50.1,38,35,18317.9,1,1
36.5,40.5,40.1,47.3,36,33,18767.5,1,1
36.3,39.9,39.6,48.9,37,34,10878.8,1,1
36.2,39.6,39.3,49.7,37,36,14754.6,1,1
36.1,39.5,39,51,39,37,17229.6,1,1
36.1,39.5,39,52.3,39,36,18127.5,1,1
36.1,39.5,39,53.5,40,37,15750.4,1,1
36,39.4,39,51.4,39,36,11543.3,1,1
36,39.4,39.1,50.3,38,37,19463.3,1,1
36,39.5,39.2,51.2,38,37,17131.7,1,1
36.1,39.6,39.3,51.4,39,37,20444.6,1,1
36.2,39.7,39.5,52.5,39,37,20173.8,1,1
36.2,39.8,39.7,52.9,39,37,20155.4,1,1
36.3,40,39.8,53.6,38,36,19760.8,1,1
36.3,40.1,40,53.3,38,37,19581.2,1,1
36.3,40.2,40.1,52,38,37,16421.2,1,1
36.3,40.2,40,53.1,38,36,12963.7,1,1
36.3,40,39.9,51.3,38,36,12701.7,1,1
36.1,39.6,39.7,50.5,38,36,10113.8,1,1
36.1,39.6,39.7,50.5,38,36,15723.3,1,1
35.9,39.4,39.5,50.5,38,36,13166.7,1,1
35.8,39.1,39.3,51,39,36,9078.75,1,1
35.7,38.8,39,52.6,38,37,8761.67,1,1
35.6,38.6,38.9,52.4,39,36,8894.17,1,1
35.5,38.4,38.6,52.1,40,36,7659.17,1,1
35.4,38.1,38.2,51.7,41,37,15155,1,1
35.5,38.3,38.5,52.9,41,36,14954.2,1,1
35.3,38.2,38.1,53.8,42,37,7795,1,1
35.2,38,37.9,51.4,40,34,10925.4,1,1
34.9,37.6,37.4,49.9,39,35,11120,1,1
34.8,37.3,36.7,50.7,40,37,7927.5,1,1
34.5,36.8,36.3,50.9,41,38,8088.75,1,1
34.3,36.5,35.9,52.7,41,38,7270.42,1,1
34.1,36.2,35.5,52.7,42,39,7515.42,1,1
34,36.1,35.3,53.2,43,41,7806.67,1,1
33.9,35.9,35.2,55.7,44,41,7399.58,1,1
33.7,35.7,35,56.1,45,43,7551.67,1,1
33.6,35.4,34.9,54.5,45,44,7375,1,1
33.5,35.3,34.7,55.1,46,44,8089.17,1,1
33.5,35.2,34.6,55.6,47,45,9826.67,1,1
33.6,35.3,35,56.2,46,44,20712.1,1,1
33.6,35.7,35.4,55.6,46,43,20811.2,1,1
33.6,36,35.5,55.8,45,42,20837.1,1,1
33.7,36.5,36,55.6,45,43,20845,1,1
33.7,36.6,36,56.8,44,43,14587.5,1,1
33.9,37,36.5,57,44,42,21130,1,1
34,37.3,36.8,57.6,45,42,19346.2,1,1
34.2,37.7,37.2,56.1,42,40,21497.1,1,1
34.3,38,37.5,55.4,42,39,20795,1,1
34.3,38,37.7,55.3,42,39,12813.3,1,1
34.3,38,37.8,55.7,42,39,12816.7,1,1
34.4,38,37.8,55.5,43,39,9000,1,1
34.4,38,37.7,54.7,43,40,9397.92,1,1
34.5,37.9,37.6,55.4,42,40,14021.7,1,1
34.6,38.1,37.9,55.2,43,39,17275.8,1,1
34.8,38.4,38.1,55.8,42,40,22796.2,1,1
34.9,38.6,38.4,56.4,43,39,16657.5,1,1
34.9,38.8,38.5,56,42,40,22112.5,1,1
35.1,38.9,38.6,55.5,41,38,23398.3,1,1
35.3,39.1,39,54.5,42,39,23434.6,1,1
35.4,39.3,39.2,54.9,42,39,23881.7,1,1
35.5,39.6,39.4,55.8,42,38,14900,1,1
35.6,39.7,39.4,54.5,41,38,22341.7,1,1
35.8,39.9,39.7,54.8,40,37,24246.7,1,1
35.9,40.1,39.9,56,41,37,24096.2,1,1
36.1,40.4,40.2,56.3,40,36,24099.2,1,1
36.1,40.6,40.5,54.2,39,36,18681.2,1,1
36.2,40.6,40.7,55.3,38,37,23785.8,1,1
36.3,40.8,40.8,54.3,39,36,22517.1,1,1
36.4,40.8,40.8,53,38,36,20349.2,1,1
36.4,41.1,40.9,53.6,39,36,19188.8,1,1
36.4,40.9,40.9,53.7,38,36,11985,1,1
36.4,40.8,40.6,53,39,36,18567.1,1,1
36.5,40.8,40.9,52,38,36,19917.9,1,1
36.6,40.8,40.8,52.1,36,35,22842.1,1,1
36.6,40.8,40.9,51.8,37,35,20414.2,1,1
36.6,40.6,40.6,51.3,37,35,15597.9,1,1
36.6,40.6,40.7,51.5,39,36,18349.6,1,1
36.7,40.4,40.7,51.5,39,35,22281.2,1,1
36.7,40.5,40.7,52.6,38,35,21369.2,1,1
36.8,40.6,41,52.8,38,36,21364.6,1,1
36.8,40.6,40.9,52.8,38,35,21872.5,1,1
36.9,40.6,41.1,52.6,38,36,22073.8,1,1
36.8,40.5,41,50,37,35,9732.92,1,1
36.7,40.5,40.7,50.3,37,34,18758.8,1,1
36.8,40.4,40.7,50.6,37,34,21525.4,1,1
36.9,40.5,40.7,51.4,38,35,21327.1,1,1
36.9,40.6,40.9,52.2,39,36,21071.2,1,1
36.9,40.7,40.8,51.4,38,36,21161.7,1,1
36.9,40.8,40.9,51.4,37,36,21209.2,1,1
36.9,40.9,41.1,51.2,37,36,21157.9,1,1
36.8,40.9,41.1,51.1,38,36,21215,1,1
36.8,40.9,41.1,50.9,37,36,21359.6,1,1
36.9,41.1,41.2,51.5,38,36,21348.3,1,1
36.9,41.1,41.4,51.9,38,36,21622.1,1,1
37,41.4,41.5,51,38,35,21677.5,1,1
37,41.5,41.5,51.7,37,35,21765.8,1,1
37.1,41.5,41.6,51.6,37,34,21452.9,1,1
37.2,41.6,41.6,52.2,37,34,21077.9,1,1
37.2,41.5,41.6,51.8,38,34,20670,1,1
37.1,41.4,41.7,51.7,38,35,20848.3,1,1
37.1,41.1,41.6,50.6,37,34,21173.3,1,1
37,40.8,41.5,51.3,37,34,21143.8,1,1
36.9,40.5,41.4,50.7,36,34,20732.1,1,1
36.8,40.2,41.3,52.1,38,34,21284.2,1,1
36.8,40,41.1,51,37,34,20694.6,1,1
36.7,39.9,40.9,49.9,38,32,21162.5,1,1
36.6,39.9,40.6,49.3,37,34,20727.9,1,1
36.6,39.7,40.3,50.9,38,35,20866.2,1,1
36.6,39.8,40.1,51.6,39,35,21265.8,1,1
36.6,39.8,39.9,51.6,39,36,21561.7,1,1
36.6,39.9,40,52.3,39,37,21811.7,1,1
36.7,40,40,52.7,40,37,19812.5,1,1
36.7,40,40,53.1,40,36,12981.2,1,1
36.6,39.9,39.7,53.7,41,37,11333.8,1,1
36.5,39.6,39.4,53.8,41,38,7279.17,1,1
36.5,39.5,39.1,52.8,41,38,21653.3,1,1
36.4,39.1,39,53.1,42,38,21915.4,1,1
36.5,39.3,39,53.5,42,38,23025.8,1,1
36.5,39.3,39.2,52.4,41,38,21281.2,1,1
36.5,39.5,39.3,52.1,41,38,21822.9,1,1
36.5,39.5,39.3,52.6,41,37,23124.6,1,1
36.5,39.6,39.4,54,41,37,18825,1,1
36.5,39.6,39.3,55.3,42,37,19228.3,1,1
36.4,39.4,39,53.1,41,37,15251.7,1,1
36.3,39.3,38.9,52.5,41,37,12910,1,1
36.3,39.1,38.8,52.5,41,38,16612.1,1,1
36.2,38.9,38.5,53.4,41,38,12908.7,1,1
36.2,38.9,38.5,52.7,41,39,16340.4,1,1
36.1,38.8,38.5,51.6,41,38,20165.4,1,1
36,38.9,38.5,52.9,41,38,22464.2,1,1
35.9,38.9,38.7,52.2,40,37,22384.6,1,1
35.9,39.1,38.7,53.8,41,37,22549.2,1,1
35.9,38.9,39,53.3,40,38,22641.7,1,1
35.9,39.1,39,53.1,42,37,22730,1,1
35.9,39,39,53.5,42,37,22713.3,1,1
36,39.1,39.2,53.9,41,37,22980,1,1
36,39.2,39.3,54.2,41,37,23208.3,1,1
35.9,39.3,39.3,53.1,41,37,7630.42,1,1
35.8,39.1,39,53.5,42,38,7630.42,1,1
35.8,38.7,38.8,53.7,41,37,12953.3,1,1
35.8,38.7,38.8,53.4,41,38,22852.1,1,1
35.9,38.8,38.8,52.6,41,36,23378.3,1,1
35.9,39.1,39,53.3,42,38,23871.7,1,1
35.9,39.1,39,53.9,42,38,24071.2,1,1
35.9,39.2,39.1,53.6,42,37,24199.2,1,1
36,39.3,39.2,53.4,41,38,23972.1,1,1
36,39.5,39.2,53.2,41,37,24242.5,1,1
36.1,39.6,39.3,51.6,39,37,24157.9,1,1
36,39.6,39.4,51.4,39,36,24148.8,1,1
36,39.5,39.4,52.1,39,36,24068.3,1,1
36.1,39.6,39.6,53.3,40,36,24405.8,1,1
36.1,39.8,39.8,54.2,40,36,24520.8,1,1
36.3,39.9,39.9,54.9,41,37,24729.6,1,1
36.3,40,40.1,51.8,39,36,24800,1,1
36.3,40.1,40.2,52.2,39,36,24817.5,1,1
36.3,40.2,40.3,52.2,39,36,24797.1,1,1
36.4,40.2,40.3,52.8,38,36,24869.6,1,1
36.4,40,40.3,53.4,38,36,24894.6,1,1
36.5,40,40.3,52.9,38,35,25026.7,1,1
36.5,40,40.2,51.9,38,35,25149.2,1,1
36.5,40,40.3,51.9,38,35,25120,1,1
36.6,40,40.2,51.2,38,35,25695.4,1,1
36.7,40.1,40.5,52.2,38,35,25731.2,1,1
36.7,40.2,40.3,52,39,35,22212.5,1,1
36.7,40.1,40.2,50.9,38,35,26258.3,1,1
36.7,40,40,50.5,38,35,26599.6,1,1
36.6,40,40.1,50.7,38,35,25591.2,1,1
36.7,40.1,40.1,51.4,38,35,27306.2,1,1
36.7,40.2,40.2,51.3,38,35,27306.2,1,1
36.8,40.3,40.3,52.6,38,35,27306.2,1,1
36.9,40.6,40.6,52.1,38,35,27306.2,1,1
37,40.8,40.9,52,38,34,27306.2,1,1
37.1,40.9,41.1,51.8,38,35,22792.1,1,1
37.1,41.1,41,50.4,38,36,27306.2,1,1
37.2,41.2,41.2,50.2,38,35,27306.2,1,1
37.2,41.3,41.2,50.2,38,36,12964.6,1,1
37.2,40.9,41.1,50.7,37,36,17143.8,1,1
37.2,40.7,40.9,50.3,37,33,18285,1,1
37.1,40.5,40.3,49.7,37,34,22418.8,1,1
36.9,40,39.8,49.5,38,36,19467.5,1,1
36.8,39.8,39.6,51,39,37,20712.1,1,1
36.7,39.6,39.4,51.2,40,37,14551.7,1,1
36.6,39.4,39.1,52,40,36,10647.5,1,1
36.4,39.2,38.9,51.2,41,36,9079.58,1,1
36.3,38.9,38.7,52.3,41,37,13675.8,1,1
36.2,38.6,38.4,52,41,38,13628.3,1,1
36.1,38.7,38.4,52.6,42,39,11310.4,1,1
36,38.4,38.1,52.9,42,40,8496.67,1,1
35.8,38.2,37.9,54.5,42,38,9189.17,1,1
35.7,38,37.7,53.1,42,39,27306.2,1,1
35.8,38.1,37.9,54.5,43,39,27306.2,1,1
35.8,38.2,38,53.7,42,40,27306.2,1,1
35.8,38.5,38.3,53.6,42,39,27306.2,1,1
35.9,38.6,38.4,52,40,35,27306.2,1,1
35.8,38.6,38.3,52.2,38,36,14846.7,1,1
35.6,38.5,38,50.2,39,37,27306.2,1,1
35.7,38.5,38,51.9,40,38,27306.2,1,1
35.7,38.6,38.1,52.8,40,37,27306.2,1,1
35.7,38.7,38.2,54.3,41,38,27306.2,1,1
35.8,38.8,38.4,54.9,40,38,27306.2,1,1
35.9,39,38.5,56.2,42,38,27306.2,1,1
36,39.2,38.7,54.6,41,37,27306.2,1,1
36.1,39.3,38.8,52.5,40,37,27306.2,1,1
36.2,39.4,39,53,41,38,27267.1,1,1
36.3,39.5,39,53.7,41,38,27182.9,1,1
36.3,39.5,39.2,53.8,41,37,27107.9,1,1
36.4,39.7,39.4,53.5,41,37,27152.9,1,1
36.5,39.8,39.5,52.8,40,37,26842.9,1,1
36.6,39.9,39.6,52.3,40,36,27042.1,1,1
36.7,40.1,39.8,52.8,40,36,25943.7,1,1
36.8,40.2,39.8,52.7,40,36,25802.1,1,1
36.8,40.1,39.8,49.4,37,37,25396.2,1,1
36.7,40.1,40,49.6,39,37,26041.7,1,1
36.6,40.1,40.1,50.6,39,37,26113.3,1,1
36.6,40.1,40.1,51.5,38,36,25950,1,1
36.6,40.1,40.2,53.4,38,36,24223.3,1,1
36.7,40.2,40.2,52.8,39,37,24379.2,1,1
36.7,40.2,40.1,51,37,35,23824.2,1,1
36.7,40,39.8,49.6,37,36,23678.3,1,1
36.6,39.7,39.8,49.8,38,36,21490,1,1
36.5,39.6,39.6,50.5,39,37,22600,1,1
36.6,39.6,39.6,51,40,37,22689.2,1,1
36.5,39.6,39.6,51.1,40,37,22671.7,1,1
36.6,39.5,39.6,52.8,40,37,22154.2,1,1
36.7,39.6,39.6,52.5,40,37,21768.8,1,1
36.7,39.6,39.6,51.5,40,36,21455.4,1,1
36.7,39.5,39.5,51.7,39,37,19935,1,1
36.6,39.4,39.3,50.5,39,37,19880,1,1
36.5,39.3,39.1,50.1,39,37,18535,1,1
36.4,39.3,39,50.2,39,37,16176.7,1,1
36.1,38.9,38.6,50.6,38,36,15245.4,1,1
36,38.5,38.5,50.5,40,37,17727.9,1,1
35.8,38.3,38.2,51.7,41,38,19070.4,1,1
35.8,38.1,38.1,53.6,42,38,20789.6,1,1
35.7,38.1,38.1,52.7,42,38,22416.2,1,1
35.7,38.1,38.1,51.9,42,38,23215.8,1,1
35.6,38.1,38.2,53.4,42,38,24473.8,1,1
35.7,38.4,38.3,53.6,41,38,26088.7,1,1
35.7,38.5,38.5,52.7,41,38,26873.7,1,1
35.7,38.7,38.7,52.2,40,37,27093.3,1,1
35.7,38.8,38.7,53.1,39,36,27049.2,1,1
35.8,38.9,38.8,53.2,40,36,27306.2,1,1
35.8,39.1,38.8,52.9,40,36,27306.2,1,1
35.9,39.1,38.9,52.5,41,36,27306.2,1,1
36,39.1,39,52.8,41,37,27306.2,1,1
36.1,39.2,39.1,53,40,37,27306.2,1,1
36.2,39.4,39.2,54.3,40,37,27306.2,1,1
36.3,39.7,39.4,52.9,40,37,27306.2,1,1
36.4,39.9,39.7,53.1,40,36,27306.2,1,1
36.6,40,39.9,52.4,39,37,26070.8,1,1
36.7,40.2,40.1,51.1,38,36,27306.2,1,1
36.8,40.2,40.1,51.3,38,36,27306.2,1,1
36.9,40.4,40.3,51.3,37,35,27306.2,1,1
37,40.5,40.8,50.7,37,35,27306.2,1,1
37,40.6,40.6,51.5,37,35,27306.2,1,1
37.1,40.7,40.9,51.9,37,35,27306.2,1,1
37.1,40.6,40.8,51,37,34,15048.7,1,1
37.1,40.4,40.7,50.8,37,35,17359.2,1,1
37,40.3,40.5,50.1,37,35,23996.7,1,1
36.9,40.2,40.2,51.6,38,35,7802.92,1,1
36.7,39.9,39.8,50.5,38,36,7788.33,1,1
36.6,39.6,39.5,51.4,39,37,6826.67,1,1
36.5,39.4,39.2,51.3,40,36,6475.42,1,1
36.4,39.1,38.8,52.2,40,36,6470.83,1,1
36.3,38.8,38.6,51.9,40,36,6805,1,1
36.1,38.6,38.3,53,41,37,7662.08,1,1
35.9,38.2,38,52.3,41,38,27306.2,1,1
36,38.1,38.1,51.8,41,38,27306.2,1,1
36,38.2,38.3,53.3,42,37,27306.2,1,1
36,38.3,38.4,53,41,37,27306.2,1,1
35.9,38.4,38.5,52.6,41,37,27306.2,1,1
35.9,38.5,38.4,51.5,40,37,27306.2,1,1
35.9,38.6,38.4,51.8,39,35,23415,1,1
35.9,38.7,38.5,52,39,35,26847.1,1,1
35.8,38.7,38.5,50.1,39,36,26842.9,1,1
35.8,38.8,38.5,51.7,39,36,26560.4,1,1
35.8,39,38.7,51.6,40,36,26343.3,1,1
35.8,39.1,38.6,51.6,40,36,26208.3,1,1
35.9,39.2,38.9,52,40,36,25957.5,1,1
36,39.4,39,52.4,40,37,25520.4,1,1
36.1,39.6,39.1,52.6,40,36,25410.8,1,1
36.1,39.7,39.1,53.2,39,36,9222.08,1,1
36.3,39.8,39.3,53.5,39,37,25907.5,1,1
36.3,39.9,39.5,53.6,39,36,25625.8,1,1
36.5,40.1,39.6,52.9,39,36,25770,1,1
36.6,40.3,39.8,53,38,37,25938.7,1,1
36.7,40.3,40,52.9,38,36,25897.5,1,1
36.8,40.5,40.1,52.5,38,36,25841.7,1,1
37,40.7,40.3,53,37,36,25720.8,1,1
37.1,40.8,40.6,51.3,38,36,25013.7,1,1
37.2,41.1,40.9,51.4,39,35,25198.3,1,1
37.4,41.4,41,51.5,38,37,25694.2,1,1
37.6,41.6,41.1,52.1,37,36,24691.7,1,1
37.7,41.7,41.2,51,38,36,25586.7,1,1
37.8,41.7,41.4,50.9,38,35,26359.6,1,1
38,42,41.6,50.5,38,35,26352.1,1,1
38.1,42.1,41.8,50.4,38,35,26977.1,1,1
38,42.1,41.7,50,38,35,12742.5,1,1
38.1,42,41.7,49.3,37,35,18738.8,1,1
38.1,42,41.6,49.4,36,34,20116.7,1,1
38,41.9,41.5,49,37,34,7647.92,1,1
37.8,41.7,41.3,50.7,38,35,6617.5,1,1
37.7,41.3,40.9,50.9,37,35,7116.25,1,1
37.6,40.9,40.6,51.4,37,36,9894.58,1,1
37.4,40.5,40.3,48.2,38,36,18567.5,1,1
37.1,40.2,40,46.9,37,37,8576.67,1,1
36.8,39.7,39.6,47.8,39,36,7515,1,1
36.4,39.4,39.3,49.3,40,37,7388.75,1,1
36.2,39,39,50.8,41,37,8051.67,1,1
36.1,38.8,39,51.4,40,36,18797.1,1,1
36.1,38.7,38.8,51.4,39,36,27306.2,1,1
36,38.6,38.9,50.4,39,36,27306.2,1,1
35.9,38.7,39,50.9,39,37,14260.4,1,1
35.7,38.6,38.7,51.7,41,37,27306.2,1,1
35.8,38.5,38.6,54.1,41,37,27306.2,1,1
35.9,38.7,39,53.8,41,37,27306.2,1,1
36,39.1,39.3,53.5,41,37,27306.2,1,1
36.2,39.5,39.5,54.5,41,36,27306.2,1,1
36.4,39.9,39.8,54,40,37,27306.2,1,1
36.6,40.2,40.2,54.4,39,37,27306.2,1,1
36.5,40.4,40.2,54.9,40,36,10762.9,1,1
36.6,40.4,40.1,55,40,37,15190.4,1,1
36.6,40.2,40,54.9,41,37,8249.58,1,1
36.6,40,39.8,54.3,41,38,7815.42,1,1
36.6,39.9,39.5,52.5,40,38,7902.5,1,1
36.6,39.7,39.4,53,40,38,11184.2,1,1
36.6,39.7,39.4,52.8,41,38,20052.9,1,1
36.5,39.6,39.2,53,41,38,9002.08,1,1
36.5,39.6,39,51.1,41,39,9007.5,1,1
36.5,39.6,39.2,50.9,40,38,27306.2,1,1
36.6,39.4,39.3,51.4,39,37,27306.2,1,1
36.5,39.6,39.4,50.5,39,36,27306.2,1,1
36.6,39.7,39.7,52.6,38,37,27306.2,1,1
36.6,40,40,52.7,39,37,27306.2,1,1
36.8,40.3,40.2,53.1,39,36,27306.2,1,1
36.8,40.5,40.6,51.4,38,35,27306.2,1,1
36.9,40.8,40.7,52.3,38,35,27306.2,1,1
37.1,41.2,41.1,52,38,35,27306.2,1,1
37.2,41.5,41.4,53.1,38,35,27306.2,1,1
37.4,41.8,41.6,52.8,38,35,27306.2,1,1
37.6,41.8,41.7,50.8,38,33,27306.2,1,1
37.5,41.8,41.6,50,38,35,17580,1,1
37.5,41.7,41.4,49.3,37,35,22217.9,1,1
37.5,41.7,41.4,49.7,38,35,8028.75,1,1
37.4,41.4,41,49.7,37,34,6732.5,1,1
37.2,40.6,40.3,48.6,36,33,6608.75,1,1
37,39.8,39.8,49.4,37,34,6647.5,1,1
36.7,39.2,39.3,49.3,38,36,6794.17,1,1
36.3,38.6,38.8,49.8,39,36,7065,1,1
36,38.1,38.2,49.9,40,36,8017.92,1,1
35.8,37.6,37.9,50.8,40,36,11647.5,1,1
35.6,37.3,37.8,51.7,41,37,27306.2,1,1
35.7,37.2,37.7,53.4,42,37,27306.2,1,1
35.7,37.6,38,54.4,41,38,27306.2,1,1
35.8,38.1,38.2,54.7,42,38,27306.2,1,1
35.9,38.4,38.5,54.6,42,37,27306.2,1,1
36.1,38.8,38.9,56.2,41,37,27306.2,1,1
36.2,39.2,39.1,52.6,41,37,27306.2,1,1
36.4,39.4,39.4,52.6,40,37,27306.2,1,1
36.5,39.8,39.8,52.3,40,37,27306.2,1,1
36.7,40.2,40.1,53.9,39,37,27306.2,1,1
36.9,40.6,40.6,53,38,37,27306.2,1,1
37.2,40.9,40.8,53.8,39,36,27306.2,1,1
37.2,41.1,40.7,53.6,39,36,8605.42,1,1
37.2,41.1,40.7,51.6,39,37,27306.2,1,1
37.3,40.9,40.6,52.3,39,37,27306.2,1,1
37.5,41.1,40.7,52.7,40,36,27306.2,1,1
37.4,41.1,40.5,52.7,39,35,7378.33,1,1
37.2,40.5,40,51,37,36,6389.58,1,1
37.1,40,39.6,51.7,38,37,5915.42,1,1
36.9,39.6,39.2,50.9,39,37,5567.92,1,1
36.8,39.2,38.9,51.2,40,37,5320.83,1,1
36.6,38.9,38.6,51.9,40,38,5118.75,1,1
36.4,38.6,38.3,51.7,41,38,4967.92,1,1
36.2,38.2,38,52.4,41,39,4860.42,1,1
36.1,38,37.8,53.8,43,39,4835,1,1
35.9,37.8,37.5,53.4,43,40,4893.33,1,1
35.7,37.4,37,52.2,42,39,5024.17,1,1
35.5,36.9,36.6,53.2,43,42,5254.17,1,1
35.3,36.6,36.4,54.5,45,43,5614.58,1,1
35.1,36.4,36.1,55.4,45,43,6147.08,1,1
35,36.3,36,56.1,46,44,8346.67,1,1
35.1,36.1,36.1,56.5,46,44,21977.1,1,1
35.1,36.6,36.3,56,46,44,24209.2,1,1
35.1,36.7,36.4,56.3,46,44,8998.75,1,1
34.9,36.7,36.4,55.4,46,44,7400.42,1,1
34.8,36.6,36.3,56.1,46,45,6965.42,1,1
34.8,36.3,36.1,56.8,46,45,6580.42,1,1
34.7,36.3,35.9,55.7,46,44,6350,1,1
34.6,36.1,35.7,56.9,47,45,6203.75,1,1
34.6,36.1,35.6,57.1,47,45,6158.75,1,1
34.5,35.8,35.5,57,46,45,6177.5,1,1
34.4,35.8,35.4,56.8,47,45,6220,1,1
34.3,35.6,35.2,56.1,47,46,6272.08,1,1
34.2,35.4,35.2,56.4,47,47,6396.25,1,1
34,35.2,34.9,55.7,47,47,6700,1,1
33.9,35.1,34.7,58.1,49,48,8034.58,1,1
34,35.1,35.1,58.7,49,47,25003.3,1,1
34,35.4,35.4,58.3,48,47,15001.2,1,1
34.1,35.6,35.5,58.1,48,46,16505,1,1
34.1,35.7,35.5,59.3,48,46,11221.7,1,1
34,35.5,35.5,59.1,47,46,6556.25,1,1
33.8,35.2,35.4,57.6,47,45,5804.17,1,1
33.7,34.9,35,57.7,48,45,5530.83,1,1
33.6,34.7,34.7,56.5,48,46,5238.33,1,1
33.5,34.5,34.3,58.6,50,47,5004.58,1,1
33.3,34.3,34.1,58.9,50,49,4811.67,1,1
33.2,34.2,33.9,58.6,51,50,4691.67,1,1
33.1,33.9,33.8,59.9,51,51,4637.08,1,1
33.1,34,33.7,59.8,52,52,4704.58,1,1
33,33.8,33.5,60,53,52,4845.42,1,1
32.8,33.6,33.3,58.2,52,52,5024.58,1,1
32.7,33.6,33.2,59.1,52,53,5230.83,1,1
32.6,33.4,33,59.8,53,53,5386.25,1,1
32.5,33.3,32.9,58.4,52,51,5498.75,1,1
32.4,33.1,32.8,58.8,53,52,5560.83,1,1
32.3,33.1,32.7,58.6,54,54,5644.58,1,1
32.3,32.9,32.7,60.5,53,55,5569.17,1,1
32.2,33.1,32.7,59.6,55,55,5328.33,1,1
32.1,33,32.7,61.2,55,55,5264.58,1,1
32.1,33.1,32.7,61.6,54,55,5263.75,1,1
32.1,33.1,32.7,61.5,55,55,5298.75,1,1
32.1,33.1,32.7,63.7,55,55,5380.42,1,1
32,33.1,32.7,61.4,55,55,5552.08,1,1
32,33.2,32.7,61.7,55,55,5880,1,1
31.9,33.1,32.8,61.2,54,55,7781.67,1,1
32.1,33.4,33.1,62.1,55,55,21319.2,1,1
32.5,34.6,34.3,62.6,51,50,26676.7,1,1
32.7,34.9,34.6,61.3,49,49,26480,1,1
32.9,35.3,35.1,61.4,49,49,26730.4,1,1
33.1,36,35.5,61.1,49,47,26622.9,1,1
33.3,36.3,35.8,61.1,48,46,26655,1,1
33.5,36.7,36.3,60.8,47,45,27306.2,1,1
33.6,36.9,36.3,59.4,45,45,9098.75,1,1
33.6,36.7,36.5,57.9,46,44,25374.6,1,1
33.8,37,36.8,57.8,45,44,27306.2,1,1
33.9,37.2,37,57.5,45,43,8621.25,1,1
33.9,37.2,37,59.2,45,42,9414.58,1,1
34.2,37.4,37,57.9,45,43,26382.9,1,1
34.3,37.6,37.2,57.5,43,41,6457.92,1,1
34.2,37.5,37,56.3,43,41,5855.42,1,1
34.2,37.2,36.8,56.5,44,44,5880.42,1,1
34.1,37,36.5,57.7,46,44,6005,1,1
34.1,36.6,36.4,57.8,46,45,6309.58,1,1
34,36.4,36.1,56.9,46,45,6839.58,1,1
34,36.2,36,57.9,47,45,8233.33,1,1
33.9,36.1,35.7,56.9,47,44,18790,1,1
34.2,36.2,36,59.4,47,45,25901.2,1,1
34.3,36.6,36.2,58.4,47,44,24099.2,1,1
34.4,36.8,36.6,58.8,47,45,24947.9,1,1
34.6,37.1,36.9,58.1,46,44,25363.3,1,1
34.8,37.6,37.2,57.7,45,43,25791.2,1,1
34.9,38,37.5,57.8,46,42,26033.3,1,1
35,38.3,37.8,57.7,44,41,26139.6,1,1
35.2,38.7,38.1,56.6,43,41,26090.4,1,1
35.5,39.1,38.4,56,43,39,26094.6,1,1
35.7,39.3,38.7,55.3,43,39,26211.2,1,1
35.9,39.7,39,55.7,43,40,21328.8,1,1
35.9,39.7,38.9,56,42,39,10387.9,1,1
36,39.8,38.9,56.3,42,40,11770.4,1,1
36.1,39.7,39,55.5,41,40,16054.6,1,1
36.3,39.7,39.1,55,42,39,26511.2,1,1
36.4,40,39.5,54.5,41,38,21966.2,1,1
36.5,40.3,39.7,54.7,40,38,25512.1,1,1
36.7,40.6,39.9,54.6,40,38,26537.1,1,1
36.9,40.8,40.1,55.6,40,39,26440,1,1
37,41.1,40.2,53.4,41,38,26610.8,1,1
37.2,41.4,40.7,54,40,37,26268.7,1,1
37.3,41.6,40.7,53.9,39,37,26093.7,1,1
37.5,41.9,40.9,54.4,39,37,26266.7,1,1
37.6,42.1,41.1,53.3,39,38,23859.6,1,1
37.7,42.2,41.3,53.9,38,37,20437.5,1,1
37.9,42.2,41.5,54.2,37,37,25024.2,1,1
38,42.3,41.6,51.4,38,36,24856.2,1,1
38,42.2,41.7,51.7,38,36,22220.8,1,1
38,42.2,41.7,51.7,38,36,23857.9,1,1
